Name,Artist,Album,Track Number
Making Plans For Nigel,Primus,Miscellaneous Debris,2
Southbound Pachyderm,Primus,Tales From The Punchbowl,4
Nature Boy,Primus,Pork Soda,7
Prelude To Fear,Sausage,Riddles Are Abound Tonight,1
Frizzle Fry,Primus,Frizzle Fry (Remastered),5
Hamburger Train,Primus,Pork Soda,13
Harold of the Rocks,Primus,Frizzle Fry (Remastered),12
Girls For Single Men,Sausage,Riddles Are Abound Tonight,7
Scissor Man,Primus,Rhinoplasty,1
